Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,product rating count (product.metafields.custom.product_rating_count),Size Guide Type (product.metafields.custom.size_guide_type),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
personalized-black-hair-reading-girl-with-bookshelf-throw-blanket,,,,,,,,,"80""x60"" Sherpa for Family",,,12x12 Inches,,,,,AMZ-B0DLKBS19M-30,0.0,,0,deny,manual,91.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-black-hair-reading-girl-with-bookshelf-throw-blanket,,,,,,,,,"80""x60"" Sherpa for Family",,,18x18 Inches,,,,,AMZ-B0DLKBS19M-31,0.0,,0,deny,manual,95.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-black-hair-reading-girl-with-bookshelf-throw-blanket,,,,,,,,,"80""x60"" Sherpa for Family",,,20x30 Inches,,,,,AMZ-B0DLKBS19M-32,0.0,,0,deny,manual,99.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,"<p>Wrap yourself in comfort with our customizable Jeminise blanket, designed especially for book lovers. This thoughtful and personal blanket celebrates your passion for reading, making it a unique addition to any cozy nook or a cherished gift for a fellow bibliophile.</p><h3>Key Features</h3><ul>
<li>
<strong>Unique Gift for Book Lovers:</strong> A personal and cherished item that highlights a love for reading.</li>
<li>
<strong>Customizable Design:</strong> Personalize with details like skin color, hairstyle, and name to create a one-of-a-kind blanket.</li>
<li>
<strong>Available Sizes:</strong> Offered in Small (40x30 inches), Medium (50x40 inches), Large (60x50 inches), and X-Large (80x60 inches).</li>
<li>
<strong>Perfect Gift Idea:</strong> Ideal for birthdays, Christmas, or as a heartfelt surprise for readers.</li>
<li>
<strong>Comfort and Style:</strong> A beautifully designed, personalized blanket that adds warmth and style to any reading space.</li>
<li>
<strong>Material Details:</strong> Crafted from soft Polyester fabric with a Polyester fill material.</li>
<li>
<strong>Easy Care:</strong> This blanket is machine washable for convenient cleaning.</li>
</ul><h3>Product Specifications</h3><table><tbody>
<tr>
<th>Brand</th>
<td>Jeminise</td>
</tr>
<tr>
<th>Product Type</th>
<td>Blanket</td>
</tr>
<tr>
<th>Material</th>
<td>Polyester</td>
</tr>
<tr>
<th>Fabric Type</th>
<td>Polyester</td>
</tr>
<tr>
<th>Fill Material</th>
<td>Polyester</td>
</tr>
<tr>
<th>Selected Design</th>
<td>Book Lover Blanket 2</td>
</tr>
<tr>
<th>Pattern</th>
<td>Letter Print</td>
</tr>
<tr>
<th>Theme</th>
<td>Book</td>
</tr>
<tr>
<th>Blanket Form</th>
<td>Throw Blanket</td>
</tr>
<tr>
<th>Available Sizes</th>
<td>40x30 inches, 50x40 inches, 60x50 inches, 80x60 inches</td>
</tr>
<tr>
<th>Selected Size</th>
<td>Medium</td>
</tr>
<tr>
<th>Dimensions</th>
<td>60""L x 50""W</td>
</tr>
<tr>
<th>Customization</th>
<td>1 text input</td>
</tr>
<tr>
<th>Special Feature</th>
<td>Lightweight</td>
</tr>
<tr>
<th>Care Instructions</th>
<td>Machine Wash</td>
</tr>
</tbody></table>",Jeminise,Home & Garden > Linens & Bedding > Bedding > Blankets,Blanket,"amazon-import, amazon-parent-b0dj32wq8x, Blanket, Book Lover Blankets, Book Lover Gift, Custom Blanket, Personalized Blanket",true,Choose Your Size,"40""x30"" Fleece for Pet",,,,,,,,AMZ-B0FPLRP7FK-1,0.0,,0,deny,manual,24.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d017cb4c8a7376ee68e0471efb875b481102ce8e7d511894dc86bb73676c0e04.jpg?v=1786607334,1,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,false,,"Discover the Jeminise personalized blanket for book lovers. Customize with names and styles for a unique, cozy gift. Available in multiple sizes, perfect for any reader.",1985,,,,,,,,,,,,blanket,,,,lb,,,active
personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book,,,,,,,,,"50""x40"" Fleece for Teen",,,,,,,,AMZ-B0FPLRP7FK-2,0.0,,0,deny,manual,34.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d993b3d525c196986c82c5bcf25b7f91af30cb9cc00a5ed08022add9c4ce4d16.jpg?v=1786607334,2,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book,,,,,,,,,"60""x50"" Fleece for Adult",,,,,,,,AMZ-B0FPLRP7FK-3,0.0,,0,deny,manual,44.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/b8f5ed2d83fc32f81f88aef3d04685983891a5f50e161537e0d9f64a31afb191.jpg?v=1786607334,3,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book,,,,,,,,,"80""x60"" Fleece for Family",,,,,,,,AMZ-B0FPLRP7FK-4,0.0,,0,deny,manual,54.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/5c956de24639a7e7a968a86a8cdb4a6a71155b5445dcfc4a1aaabda1ed513459.jpg?v=1786607334,4,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book,,,,,,,,,"40""x30"" Sherpa for Pet",,,,,,,,AMZ-B0FPLRP7FK-5,0.0,,0,deny,manual,39.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/5968829f58e9b55e4ef8e8ea28ffc2e84e05f872da5bdb705d228f3ccf49e830.jpg?v=1786607334,5,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book,,,,,,,,,"50""x40"" Sherpa for Teen",,,,,,,,AMZ-B0FPLRP7FK-6,0.0,,0,deny,manual,44.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/82987ca3ec431e3f116c10caf2ba68dd2f1abf7cda5dfe7bb4ead9d72d3844f0.jpg?v=1786607334,6,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book,,,,,,,,,"60""x50"" Sherpa for Adult",,,,,,,,AMZ-B0FPLRP7FK-7,0.0,,0,deny,manual,54.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/119012b461dec68d1f126b919ecf1cfb6eaa9cc072f8bda92360b96602e018d9.jpg?v=1786607334,7,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book,,,,,,,,,"80""x60"" Sherpa for Family",,,,,,,,AMZ-B0FPLRP7FK-8,0.0,,0,deny,manual,69.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/f7f6bee5716e2bda8dff440f31265638214aa32976ecdfed99a23f93ac02088c.jpg?v=1786607334,8,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-cozy-room-sophia-bookworm-reading-girl-blanket-book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/d4ba34533ff5560a394efb28a1bd322ae4d7094fb1ee90e8b4a4bcb0ed09fb12.jpg?v=1786607334,9,Personalized Cozy Room Sophia Bookworm Reading Girl Blanket - Book,,,,,,,,,,,,,,,,,,,,,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,Personalized Dark Haired Girl Reading Book Throw Blanket - Book Lover,"<p>Indulge the book lover in your life with this uniquely personalized blanket from Jeminise. Designed for comfort and style, this blanket is the perfect companion for cozy reading sessions and makes a thoughtful gift to celebrate their passion for books.</p><h3>Key Features</h3><ul>
<li>
<strong>Unique Gift for Book Lovers:</strong> A thoughtful and personal present that any book enthusiast will cherish, ideal for showcasing their love of reading.</li>
<li>
<strong>Customizable Design:</strong> Make it truly special by adding personal details such as skin color, hairstyle, and name, creating a one-of-a-kind blanket.</li>
<li>
<strong>Available Sizes:</strong> Offered in Small (40x30 inches), Medium (50x40 inches), Large (60x50 inches), and X-Large (80x60 inches), ensuring a perfect fit for any cozy reading moment.</li>
<li>
<strong>Perfect Gift Idea:</strong> An ideal gift for book lovers on occasions like birthdays, Christmas, or as a heartfelt surprise for a fellow reader.</li>
<li>
<strong>Comfort and Style:</strong> A beautifully designed, personalized blanket that adds warmth and a touch of literary charm to any reading nook.</li>
<li>
<strong>Easy Care:</strong> This blanket is machine washable, making maintenance simple and convenient.</li>
<li>
<strong>Material Details:</strong> Crafted from soft and lightweight polyester for lasting comfort.</li>
</ul><h3>Product Specifications</h3><table><tbody>
<tr>
<th>Brand</th>
<td>Jeminise</td>
</tr>
<tr>
<th>Product Type</th>
<td>Blanket</td>
</tr>
<tr>
<th>Material</th>
<td>Polyester</td>
</tr>
<tr>
<th>Fabric Type</th>
<td>Polyester</td>
</tr>
<tr>
<th>Fill Material</th>
<td>Polyester</td>
</tr>
<tr>
<th>Selected Design</th>
<td>Book Lover Blanket 2</td>
</tr>
<tr>
<th>Pattern</th>
<td>Letter Print</td>
</tr>
<tr>
<th>Theme</th>
<td>Book</td>
</tr>
<tr>
<th>Customization</th>
<td>1 text input</td>
</tr>
<tr>
<th>Available Sizes</th>
<td>Small (40x30 inches), Medium (50x40 inches), Large (60x50 inches), X-Large (80x60 inches)</td>
</tr>
<tr>
<th>Selected Size</th>
<td>Medium</td>
</tr>
<tr>
<th>Dimensions</th>
<td>60""L x 50""W</td>
</tr>
<tr>
<th>Special Feature</th>
<td>Lightweight</td>
</tr>
<tr>
<th>Care Instructions</th>
<td>Machine Wash</td>
</tr>
<tr>
<th>Age Range Description</th>
<td>Adult</td>
</tr>
<tr>
<th>Style</th>
<td>Modern</td>
</tr>
</tbody></table>",Jeminise,Home & Garden > Linens & Bedding > Bedding > Blankets,Blanket,"amazon-import, amazon-parent-b0dj32wq8x, Blanket, Book Lover Blankets, Book Lover Gift, Custom Blanket, Personalized Blanket",true,Choose Your Size,"40""x30"" Fleece Blanket for Pet",,Size of Pillow,Please Choose Size You Want,,,,,AMZ-B0DLKBNBJK-1,0.0,,0,deny,manual,24.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/a6a69a3a428f30c3df58819d8a948c64fa0caaadcadc9b3671598c7ff167942a.jpg?v=1786607331,1,Personalized Dark Haired Girl Reading Book Throw Blanket - Book Lover,false,,"Personalized ""So Many Books So Little Time"" blanket for book lovers. Customize with name, skin, and hair for a unique, thoughtful gift. Available in 4 sizes.",1985,,,,,,,,,,,,blanket,,,,lb,,,active
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"40""x30"" Fleece Blanket for Pet",,,12x12 Inches,,,,,AMZ-B0DLKBNBJK-2,0.0,,0,deny,manual,41.85,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/e4d24bdc20221fa26db36a877bf7dca38e431f41b512051c120b85452c3df696.jpg?v=1786607331,2,Personalized Dark Haired Girl Reading Book Throw Blanket - Book Lover,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"40""x30"" Fleece Blanket for Pet",,,18x18 Inches,,,,,AMZ-B0DLKBNBJK-3,0.0,,0,deny,manual,45.85,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/4690c246b04e795ce4dbe74ed207badab06c48b6fc8ae929fb7db9aa45fadbf9.jpg?v=1786607331,3,Personalized Dark Haired Girl Reading Book Throw Blanket - Book Lover,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"40""x30"" Fleece Blanket for Pet",,,20x30 Inches,,,,,AMZ-B0DLKBNBJK-4,0.0,,0,deny,manual,49.85,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/2d60e8ad13e0cfa39a60127d3f9c85661e89cb8e12b293af3cc2702bb659fa1b.jpg?v=1786607331,4,Personalized Dark Haired Girl Reading Book Throw Blanket - Book Lover,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"50""x40"" Fleece Blanket for Teen",,,Please Choose Size You Want,,,,,AMZ-B0DLKBNBJK-5,0.0,,0,deny,manual,34.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/c102bf8f401969bb59e45e7101eb13f0aad205b2620e1030d5bdca82f309883a.jpg?v=1786607331,5,Personalized Dark Haired Girl Reading Book Throw Blanket - Book Lover,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"50""x40"" Fleece Blanket for Teen",,,12x12 Inches,,,,,AMZ-B0DLKBNBJK-6,0.0,,0,deny,manual,51.85,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/e716491675597fe76d8aec261d431187e7a7d79a4c5435b3162b485f074ba9b0.jpg?v=1786607331,6,Personalized Dark Haired Girl Reading Book Throw Blanket - Book Lover,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"50""x40"" Fleece Blanket for Teen",,,18x18 Inches,,,,,AMZ-B0DLKBNBJK-7,0.0,,0,deny,manual,55.85,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/b29fe40a59155db7b8523dd6d8f01832ebaac23238e5fd57c18290aa6455084c.jpg?v=1786607332,7,Personalized Dark Haired Girl Reading Book Throw Blanket - Book Lover,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"50""x40"" Fleece Blanket for Teen",,,20x30 Inches,,,,,AMZ-B0DLKBNBJK-8,0.0,,0,deny,manual,59.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"60""x50"" Fleece Blanket for Adult",,,Please Choose Size You Want,,,,,AMZ-B0DLKBNBJK-9,0.0,,0,deny,manual,44.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"60""x50"" Fleece Blanket for Adult",,,12x12 Inches,,,,,AMZ-B0DLKBNBJK-10,0.0,,0,deny,manual,61.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"60""x50"" Fleece Blanket for Adult",,,18x18 Inches,,,,,AMZ-B0DLKBNBJK-11,0.0,,0,deny,manual,65.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"60""x50"" Fleece Blanket for Adult",,,20x30 Inches,,,,,AMZ-B0DLKBNBJK-12,0.0,,0,deny,manual,69.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"80""x60"" Fleece Blanket for Family",,,Please Choose Size You Want,,,,,AMZ-B0DLKBNBJK-13,0.0,,0,deny,manual,54.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"80""x60"" Fleece Blanket for Family",,,12x12 Inches,,,,,AMZ-B0DLKBNBJK-14,0.0,,0,deny,manual,71.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"80""x60"" Fleece Blanket for Family",,,18x18 Inches,,,,,AMZ-B0DLKBNBJK-15,0.0,,0,deny,manual,75.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"80""x60"" Fleece Blanket for Family",,,20x30 Inches,,,,,AMZ-B0DLKBNBJK-16,0.0,,0,deny,manual,79.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"40""x30"" Sherpa Blanket for Pet",,,Please Choose Size You Want,,,,,AMZ-B0DLKBNBJK-17,0.0,,0,deny,manual,39.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"40""x30"" Sherpa Blanket for Pet",,,12x12 Inches,,,,,AMZ-B0DLKBNBJK-18,0.0,,0,deny,manual,56.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"40""x30"" Sherpa Blanket for Pet",,,18x18 Inches,,,,,AMZ-B0DLKBNBJK-19,0.0,,0,deny,manual,60.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"40""x30"" Sherpa Blanket for Pet",,,20x30 Inches,,,,,AMZ-B0DLKBNBJK-20,0.0,,0,deny,manual,64.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"50""x40"" Sherpa Blanket for Teen",,,Please Choose Size You Want,,,,,AMZ-B0DLKBNBJK-21,0.0,,0,deny,manual,49.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"50""x40"" Sherpa Blanket for Teen",,,12x12 Inches,,,,,AMZ-B0DLKBNBJK-22,0.0,,0,deny,manual,66.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"50""x40"" Sherpa Blanket for Teen",,,18x18 Inches,,,,,AMZ-B0DLKBNBJK-23,0.0,,0,deny,manual,70.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"50""x40"" Sherpa Blanket for Teen",,,20x30 Inches,,,,,AMZ-B0DLKBNBJK-24,0.0,,0,deny,manual,74.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"60""x50"" Sherpa Blanket for Adult",,,Please Choose Size You Want,,,,,AMZ-B0DLKBNBJK-25,0.0,,0,deny,manual,64.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"60""x50"" Sherpa Blanket for Adult",,,12x12 Inches,,,,,AMZ-B0DLKBNBJK-26,0.0,,0,deny,manual,81.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"60""x50"" Sherpa Blanket for Adult",,,18x18 Inches,,,,,AMZ-B0DLKBNBJK-27,0.0,,0,deny,manual,85.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"60""x50"" Sherpa Blanket for Adult",,,20x30 Inches,,,,,AMZ-B0DLKBNBJK-28,0.0,,0,deny,manual,89.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"80""x60"" Sherpa Blanket for Family",,,Please Choose Size You Want,,,,,AMZ-B0DLKBNBJK-29,0.0,,0,deny,manual,74.90,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"80""x60"" Sherpa Blanket for Family",,,12x12 Inches,,,,,AMZ-B0DLKBNBJK-30,0.0,,0,deny,manual,91.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"80""x60"" Sherpa Blanket for Family",,,18x18 Inches,,,,,AMZ-B0DLKBNBJK-31,0.0,,0,deny,manual,95.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-dark-haired-girl-reading-book-throw-blanket-book-lover,,,,,,,,,"80""x60"" Sherpa Blanket for Family",,,20x30 Inches,,,,,AMZ-B0DLKBNBJK-32,0.0,,0,deny,manual,99.85,,true,false,,,,,"",,,,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-reading-girl-on-heart-bookshelf-throw-blanket-book,Personalized Reading Girl on Heart Bookshelf Throw Blanket - Book,"<p>Wrap yourself in comfort with our personalized blanket, designed especially for book lovers. This unique and thoughtful blanket allows you to add custom details, making it a truly special gift for any reading enthusiast.</p><h3>Key Features</h3><ul>
<li>
<strong>Unique Gift for Book Lovers:</strong> A thoughtful and personal present that any book lover will cherish, perfect for showcasing their passion for reading.</li>
<li>
<strong>Customizable Design:</strong> Make it truly special by adding personal details such as skin color, hairstyle, and name, creating a one-of-a-kind blanket.</li>
<li>
<strong>Available Sizes:</strong> Choose from Small (40x30 inches), Medium (50x40 inches), Large (60x50 inches), and X-Large (80x60 inches), ensuring the perfect size for any cozy reading session.</li>
<li>
<strong>Thoughtful Gift:</strong> Ideal for book lovers on special occasions like birthdays, Christmas, or simply as a heartfelt surprise for a fellow reader.</li>
<li>
<strong>Comfort and Style:</strong> A beautifully designed, personalized blanket that adds warmth and style to any book lover’s reading nook.</li>
<li>
<strong>Product Style:</strong> Features a modern design with a letter print pattern and a book theme.</li>
<li>
<strong>Easy Care:</strong> Machine washable for convenient cleaning.</li>
</ul><h3>Product Specifications</h3><table><tbody>
<tr>
<th>Brand</th>
<td>Jeminise</td>
</tr>
<tr>
<th>Product Type</th>
<td>Blanket</td>
</tr>
<tr>
<th>Material</th>
<td>Polyester</td>
</tr>
<tr>
<th>Fabric Type</th>
<td>Polyester</td>
</tr>
<tr>
<th>Fill Material</th>
<td>Polyester</td>
</tr>
<tr>
<th>Selected Design</th>
<td>Book Lover Blanket 2</td>
</tr>
<tr>
<th>Style</th>
<td>Modern</td>
</tr>
<tr>
<th>Theme</th>
<td>Book</td>
</tr>
<tr>
<th>Pattern</th>
<td>Letter Print</td>
</tr>
<tr>
<th>Blanket Form</th>
<td>Throw Blanket</td>
</tr>
<tr>
<th>Customization</th>
<td>1 text input</td>
</tr>
<tr>
<th>Selected Size</th>
<td>Medium</td>
</tr>
<tr>
<th>Dimensions</th>
<td>60""L x 50""W</td>
</tr>
<tr>
<th>Special Feature</th>
<td>Lightweight</td>
</tr>
<tr>
<th>Age Range Description</th>
<td>Adult</td>
</tr>
<tr>
<th>Care Instructions</th>
<td>Machine Wash</td>
</tr>
</tbody></table>",Jeminise,Home & Garden > Linens & Bedding > Bedding > Blankets,Blanket,"amazon-import, amazon-parent-b0dj32wq8x, Birthday Gift, Blanket, Book Lover, Book Lover Blankets, Book Lover Gift, Christmas Gift, Custom Blanket, Personalized Blanket",true,Choose Size,"40""x30"" Fleece for Pet",,,,,,,,AMZ-B0FPLFBWHY-1,0.0,,0,deny,manual,24.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/618e4802da8df1066344bf831c81765e29a5af9371d35764336bc7f19b43acf3.jpg?v=1786607324,1,Personalized Reading Girl on Heart Bookshelf Throw Blanket - Book,false,,"Personalized book lover throw blanket, customizable with name and details. A unique and thoughtful gift for readers on birthdays or Christmas.",1985,,,,,,,,,,,,blanket,,,,lb,,,active
personalized-reading-girl-on-heart-bookshelf-throw-blanket-book,,,,,,,,,"50""x40"" Fleece for Teen",,,,,,,,AMZ-B0FPLFBWHY-2,0.0,,0,deny,manual,34.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/c0950d420780961edc4e5be581f33adef16d90aef6e8120f4293bc49347fb5bc.jpg?v=1786607324,2,Personalized Reading Girl on Heart Bookshelf Throw Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-reading-girl-on-heart-bookshelf-throw-blanket-book,,,,,,,,,"60""x50"" Fleece for Adult",,,,,,,,AMZ-B0FPLFBWHY-3,0.0,,0,deny,manual,44.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/b651df51859396f27473fd37521fe9ce3b2d80aeb278c8045b259b716ff17c5d.jpg?v=1786607324,3,Personalized Reading Girl on Heart Bookshelf Throw Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-reading-girl-on-heart-bookshelf-throw-blanket-book,,,,,,,,,"80""x60"" Fleece for Family",,,,,,,,AMZ-B0FPLFBWHY-4,0.0,,0,deny,manual,54.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/4ab996902c8536f4fb8c3a224f3ae3d033619d92bd99557b29a3bcecfd75a0c1.jpg?v=1786607324,4,Personalized Reading Girl on Heart Bookshelf Throw Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
personalized-reading-girl-on-heart-bookshelf-throw-blanket-book,,,,,,,,,"40""x30"" Sherpa for Pet",,,,,,,,AMZ-B0FPLFBWHY-5,0.0,,0,deny,manual,39.90,,true,false,,,,,"",https://cdn.shopify.com/s/files/1/0792/5098/1063/files/b23ba6bc16e404ef44ef60fe74fcfbb8b2209d38556f454495f6561f01d64725.jpg?v=1786607324,5,Personalized Reading Girl on Heart Bookshelf Throw Blanket - Book,,,,,,,,,,,,,,,,,,,,lb,,,
